,bbox_id,air_quality,area,closest_shop,cloud_cover,humidity,shops_amount,temperature
376,Berlin4,72,1207.2257873558901,54,0.61,0.69,48,11.58
377,Berlin4,75,389.288468960713,171,0.61,0.69,24,11.62
378,Berlin4,72,1042.87284157402,82,0.61,0.69,36,11.58
379,Berlin4,72,0.8680842216675698,172,0.61,0.69,3,11.58
380,Berlin4,72,451.9362444158,161,0.61,0.69,45,11.58
381,Berlin4,65,246.89683189698601,10,0.61,0.69,38,11.6
382,Berlin4,72,813.5828226119299,101,0.61,0.69,32,11.58
383,Berlin4,72,1632.22298507833,151,0.61,0.69,32,11.58
384,Berlin4,72,444.635229041572,128,0.61,0.69,40,11.58
385,Berlin4,72,131.30289121496202,141,0.61,0.69,19,11.58
386,Berlin4,84,1066.65837979694,100,0.61,0.69,15,11.62
387,Berlin4,75,575.956725808725,175,0.61,0.69,8,11.62
388,Berlin4,72,1340.4186960393,162,0.61,0.69,14,11.58
389,Berlin4,72,451.9480536949599,42,0.61,0.69,22,11.58
390,Berlin4,65,2109.12589704654,72,0.61,0.69,41,11.6
391,Berlin4,75,762.755127354984,47,0.61,0.69,21,11.62
392,Berlin4,65,961.838152018968,82,0.61,0.69,11,11.6
393,Berlin4,72,322.20383918062197,204,0.61,0.69,16,11.58
394,Berlin4,65,247.514982982486,26,0.61,0.69,40,11.6
395,Berlin4,72,85.3158677272517,195,0.61,0.69,17,11.58
396,Berlin4,72,609.699169686536,67,0.61,0.69,36,11.58
397,Berlin4,84,615.186657450468,43,0.61,0.69,12,11.62
398,Berlin4,72,26.997451964572896,70,0.61,0.69,27,11.58
399,Berlin4,75,77.078184890267,210,0.61,0.69,27,11.62
400,Berlin5,78,64.4648119363639,73,0.61,0.69,35,11.63
401,Berlin5,78,180.351092457644,357,0.61,0.69,20,11.63
402,Berlin5,78,1511.6453278220001,145,0.61,0.69,22,11.63
403,Berlin5,78,176.51915457742,211,0.61,0.69,20,11.63
404,Berlin5,78,123.091477792134,206,0.61,0.69,12,11.63
405,Berlin5,75,257.38640654993196,418,0.61,0.69,2,11.67
406,Berlin5,78,184.622065410668,272,0.61,0.69,6,11.63
